Model,Scenario,Region,Variable,Unit,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
IMAGE,SSP2-LF-SPA0-V17,RSAS,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.03,0.04,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05
IMAGE,SSP2-LF-SPA0-V17,RSAS,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,9.36,10.24,9.56,8.03,6.70,5.66,5.34,5.05,4.77,4.50,4.23
IMAGE,SSP2-LF-SPA0-V17,RSAS,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,0.36,0.39,0.37,0.26,0.18,0.17,0.16,0.15,0.14,0.13,0.12
IMAGE,SSP2-LF-SPA0-V17,RSAS,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,5.55,6.15,5.66,5.28,4.67,4.12,3.93,3.78,3.65,3.52,3.39
IMAGE,SSP2-LF-SPA0-V17,RSAS,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,3.46,3.71,3.53,2.49,1.85,1.36,1.24,1.11,0.98,0.85,0.72
IMAGE,SSP2-LF-SPA0-V17,RSAS,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.11,0.02,0.04,0.02,0.05,0.07,0.03,0.01,0.01,0.02,0.02
IMAGE,SSP2-LF-SPA0-V17,RSAS,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
IMAGE,SSP2-LF-SPA0-V17,RSAS,Emissions|CH4|Other,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,RSAS,Emissions|CH4|Waste,Mt CH4/yr,2,2,3,2,3,3,3,3,3,3,3.01
IMAGE,SSP2-LF-SPA0-V17,RUS,Emissions|CH4,Mt CH4/yr,19.00,18.58,14.26,8.84,6.22,4.95,4.22,3.84,3.40,2.98,2.74
IMAGE,SSP2-LF-SPA0-V17,RUS,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,RUS,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.17,0.16,0.12,0.08,0.06,0.05,0.04,0.03,0.02,0.02,0.01
IMAGE,SSP2-LF-SPA0-V17,RUS,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.03,0.03,0.02,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,RUS,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.03,0.03,0.02,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,RUS,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,14.35,13.95,10.00,5.59,3.39,2.31,1.64,1.29,0.86,0.46,0.24
IMAGE,SSP2-LF-SPA0-V17,RUS,Emissions|CH4|Energy Supply,Mt CH4/yr,14.13,13.75,9.84,5.48,3.31,2.25,1.59,1.26,0.83,0.43,0.22
IMAGE,SSP2-LF-SPA0-V17,RUS,Emissions|CH4|Land Use,Mt CH4/yr,2.36,2.35,2.33,2.25,2.14,2.03,2.04,2.05,2.05,2.05,2.04
IMAGE,SSP2-LF-SPA0-V17,RUS,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.03,0.03,0.04,0.04,0.05,0.06,0.06,0.05,0.05,0.05,0.04
IMAGE,SSP2-LF-SPA0-V17,RUS,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,2.33,2.32,2.29,2.21,2.09,1.97,1.98,1.99,2.00,2.00,2.00
IMAGE,SSP2-LF-SPA0-V17,RUS,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,0.40,0.40,0.42,0.40,0.38,0.37,0.37,0.37,0.37,0.37,0.37
IMAGE,SSP2-LF-SPA0-V17,RUS,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,1.89,1.89,1.84,1.79,1.70,1.59,1.60,1.61,1.61,1.62,1.62
IMAGE,SSP2-LF-SPA0-V17,RUS,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,0.04,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01
IMAGE,SSP2-LF-SPA0-V17,RUS,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,RUS,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,RUS,Emissions|CH4|Other,Mt CH4/yr,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,RUS,Emissions|CH4|Waste,Mt CH4/yr,2,2,2,1,1,1,1,0,0,0,0
IMAGE,SSP2-LF-SPA0-V17,SAF,Emissions|CH4,Mt CH4/yr,2.82,3.09,3.37,2.13,1.94,1.86,1.93,2.09,2.31,2.49,2.54
IMAGE,SSP2-LF-SPA0-V17,SAF,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,SAF,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.12,0.13,0.11,0.10,0.10,0.08,0.06,0.05,0.04,0.04,0.03
IMAGE,SSP2-LF-SPA0-V17,SAF,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,SAF,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,SAF,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,1,2,2,0.73,0.53,0.47,0.46,0.57,0.75,0.89,0.90
IMAGE,SSP2-LF-SPA0-V17,SAF,Emissions|CH4|Energy Supply,Mt CH4/yr,1.24,1.44,1.64,0.61,0.41,0.38,0.40,0.52,0.70,0.85,0.87
IMAGE,SSP2-LF-SPA0-V17,SAF,Emissions|CH4|Land Use,Mt CH4/yr,0.98,1.00,1.10,1.04,1.06,1.04,1.12,1.19,1.26,1.31,1.36
IMAGE,SSP2-LF-SPA0-V17,SAF,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
IMAGE,SSP2-LF-SPA0-V17,SAF,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,0.89,0.93,0.93,0.97,0.99,1.00,1.08,1.15,1.22,1.28,1.33
IMAGE,SSP2-LF-SPA0-V17,SAF,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04
IMAGE,SSP2-LF-SPA0-V17,SAF,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,0.87,0.90,0.90,0.94,0.96,0.97,1.05,1.11,1.18,1.23,1.29
IMAGE,SSP2-LF-SPA0-V17,SAF,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,SAF,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.02,0.00,0.12,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,SAF,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0,0,0.05,0.04,0.03,0.03,0.04,0.04,0.03,0.03,0.03
IMAGE,SSP2-LF-SPA0-V17,SAF,Emissions|CH4|Other,Mt CH4/yr,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,SAF,Emissions|CH4|Waste,Mt CH4/yr,0.47,0.50,0.50,0.36,0.35,0.35,0.34,0.32,0.30,0.28,0.27
IMAGE,SSP2-LF-SPA0-V17,SEAS,Emissions|CH4,Mt CH4/yr,17.21,18.57,17.81,13.83,11.39,11.67,8.07,7.70,7.33,6.81,6.22
IMAGE,SSP2-LF-SPA0-V17,SEAS,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00
IMAGE,SSP2-LF-SPA0-V17,SEAS,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.76,0.76,0.65,0.48,0.48,0.33,0.22,0.18,0.14,0.10,0.08
IMAGE,SSP2-LF-SPA0-V17,SEAS,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.02,0.02,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01
IMAGE,SSP2-LF-SPA0-V17,SEAS,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.02,0.02,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01
IMAGE,SSP2-LF-SPA0-V17,SEAS,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,3.72,4.03,3.92,2.57,1.48,1.02,0.77,0.64,0.51,0.39,0.29
IMAGE,SSP2-LF-SPA0-V17,SEAS,Emissions|CH4|Energy Supply,Mt CH4/yr,2.92,3.23,3.20,2.02,0.95,0.66,0.53,0.43,0.35,0.27,0.19
IMAGE,SSP2-LF-SPA0-V17,SEAS,Emissions|CH4|Land Use,Mt CH4/yr,11.09,11.94,11.13,8.86,7.42,8.10,4.76,4.58,4.43,4.16,3.81
IMAGE,SSP2-LF-SPA0-V17,SEAS,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.34,0.38,0.46,0.50,0.59,0.67,0.65,0.63,0.60,0.57,0.54
IMAGE,SSP2-LF-SPA0-V17,SEAS,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,10,10,10,7,5,4,4,4,3,3,3
IMAGE,SSP2-LF-SPA0-V17,SEAS,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,0,0,1,0.42,0.32,0.33,0.31,0.30,0.28,0.27,0.26
IMAGE,SSP2-LF-SPA0-V17,SEAS,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,2.05,2.27,2.20,2.21,2.06,1.90,1.87,1.84,1.81,1.77,1.73
IMAGE,SSP2-LF-SPA0-V17,SEAS,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,7.12,7.34,6.81,4.87,2.90,1.67,1.54,1.42,1.28,1.12,0.96
IMAGE,SSP2-LF-SPA0-V17,SEAS,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.69,1.04,0.74,0.48,1.22,3.30,0.15,0.16,0.23,0.23,0.13
IMAGE,SSP2-LF-SPA0-V17,SEAS,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0,0,0.41,0.39,0.32,0.23,0.22,0.23,0.22,0.20,0.19
IMAGE,SSP2-LF-SPA0-V17,SEAS,Emissions|CH4|Other,Mt CH4/yr,0.00,0.01,0.03,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,SEAS,Emissions|CH4|Waste,Mt CH4/yr,2,3,3,2,2,3,3,2,2,2,2
IMAGE,SSP2-LF-SPA0-V17,STAN,Emissions|CH4,Mt CH4/yr,5.77,6.54,6.49,5.11,4.04,3.17,2.67,2.27,2.17,2.04,1.97
IMAGE,SSP2-LF-SPA0-V17,STAN,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,STAN,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.06,0.08,0.07,0.06,0.08,0.08,0.06,0.04,0.02,0.02,0.02
IMAGE,SSP2-LF-SPA0-V17,STAN,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,STAN,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,STAN,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,3.89,4.48,4.25,3.02,2.04,1.28,0.80,0.44,0.37,0.29,0.26
IMAGE,SSP2-LF-SPA0-V17,STAN,Emissions|CH4|Energy Supply,Mt CH4/yr,3.82,4.38,4.16,2.94,1.95,1.20,0.74,0.40,0.34,0.27,0.24
IMAGE,SSP2-LF-SPA0-V17,STAN,Emissions|CH4|Land Use,Mt CH4/yr,1.39,1.54,1.66,1.62,1.50,1.39,1.37,1.35,1.33,1.31,1.29
IMAGE,SSP2-LF-SPA0-V17,STAN,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
IMAGE,SSP2-LF-SPA0-V17,STAN,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,1.39,1.53,1.65,1.61,1.49,1.38,1.36,1.34,1.32,1.30,1.28
IMAGE,SSP2-LF-SPA0-V17,STAN,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,0.12,0.14,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
IMAGE,SSP2-LF-SPA0-V17,STAN,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,1.23,1.35,1.43,1.41,1.30,1.19,1.17,1.15,1.13,1.11,1.09
IMAGE,SSP2-LF-SPA0-V17,STAN,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,0.04,0.04,0.04,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01
IMAGE,SSP2-LF-SPA0-V17,STAN,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,STAN,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,STAN,Emissions|CH4|Other,Mt CH4/yr,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,STAN,Emissions|CH4|Waste,Mt CH4/yr,0,1,1,0,0.49,0.50,0.49,0.48,0.46,0.44,0.41
IMAGE,SSP2-LF-SPA0-V17,TUR,Emissions|CH4,Mt CH4/yr,3.43,3.64,3.43,2.63,2.43,2.44,2.33,2.24,2.16,2.12,2.08
IMAGE,SSP2-LF-SPA0-V17,TUR,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,TUR,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.19,0.17,0.13,0.09,0,0,0,0,0,0,0
IMAGE,SSP2-LF-SPA0-V17,TUR,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.01,0,0,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,TUR,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,TUR,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,0.59,0.62,0.51,0.33,0.29,0.36,0.29,0.26,0.24,0.21,0.18
IMAGE,SSP2-LF-SPA0-V17,TUR,Emissions|CH4|Energy Supply,Mt CH4/yr,0.39,0.44,0.36,0.22,0.18,0.23,0.18,0.17,0.16,0.14,0.13
IMAGE,SSP2-LF-SPA0-V17,TUR,Emissions|CH4|Land Use,Mt CH4/yr,1.30,1.36,1.38,1.37,1.35,1.30,1.32,1.32,1.33,1.33,1.33
IMAGE,SSP2-LF-SPA0-V17,TUR,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.03,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04
IMAGE,SSP2-LF-SPA0-V17,TUR,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,1.25,1.31,1,1,1.28,1.24,1.25,1.26,1.27,1.28,1.28
IMAGE,SSP2-LF-SPA0-V17,TUR,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,0.25,0.26,0.27,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25
IMAGE,SSP2-LF-SPA0-V17,TUR,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,0.97,1.02,1.03,1.04,1.02,0.98,1.00,1.01,1.02,1.03,1.03
IMAGE,SSP2-LF-SPA0-V17,TUR,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,TUR,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,TUR,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01
IMAGE,SSP2-LF-SPA0-V17,TUR,Emissions|CH4|Other,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,TUR,Emissions|CH4|Waste,Mt CH4/yr,2,2,2,1,1,1,1,1,1,1,1
IMAGE,SSP2-LF-SPA0-V17,UKR,Emissions|CH4,Mt CH4/yr,4.01,3.55,2.81,1.94,1.44,1.23,1.15,1.11,1.07,1.02,0.98
IMAGE,SSP2-LF-SPA0-V17,UKR,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,UKR,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.11,0.06,0.04,0.04,0.08,0.05,0.04,0.04,0.03,0.03,0.04
IMAGE,SSP2-LF-SPA0-V17,UKR,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,UKR,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,UKR,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,2.36,1.95,1.36,0.78,0.35,0.20,0.14,0.13,0.11,0.09,0.09
IMAGE,SSP2-LF-SPA0-V17,UKR,Emissions|CH4|Energy Supply,Mt CH4/yr,2.23,1.87,1.30,0.72,0.26,0.14,0.10,0.09,0.07,0.06,0.05
IMAGE,SSP2-LF-SPA0-V17,UKR,Emissions|CH4|Land Use,Mt CH4/yr,0.95,0.92,0.83,0.78,0.74,0.69,0.69,0.69,0.68,0.67,0.67
IMAGE,SSP2-LF-SPA0-V17,UKR,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01
IMAGE,SSP2-LF-SPA0-V17,UKR,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,0.94,0.91,0.82,0.76,0.72,0.68,0.67,0.67,0.67,0.66,0.66
IMAGE,SSP2-LF-SPA0-V17,UKR,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,0.19,0.18,0.18,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.14
IMAGE,SSP2-LF-SPA0-V17,UKR,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,0.74,0.72,0.64,0.60,0.57,0.53,0.53,0.53,0.52,0.52,0.52
IMAGE,SSP2-LF-SPA0-V17,UKR,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,UKR,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,UKR,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,UKR,Emissions|CH4|Other,Mt CH4/yr,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,UKR,Emissions|CH4|Waste,Mt CH4/yr,1,1,1,0,0,0.33,0.31,0.29,0.27,0.25,0.23
IMAGE,SSP2-LF-SPA0-V17,USA,Emissions|CH4,Mt CH4/yr,28.23,28.31,24.07,19.37,17.01,15.41,14.84,15.50,16.67,17.32,17.11
IMAGE,SSP2-LF-SPA0-V17,USA,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.05,0.05,0.05,0.04,0.03,0.02,0.02,0.02,0.02,0.01,0.01
IMAGE,SSP2-LF-SPA0-V17,USA,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.15,0.13,0.14,0.13,0.12,0.09,0.07,0,0,0,0
IMAGE,SSP2-LF-SPA0-V17,USA,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.07,0.06,0.06,0.04,0.01,0.01,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,USA,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.07,0.06,0.06,0.04,0.01,0.01,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,USA,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,12.15,12,8.93,5.05,3.10,2.01,1.23,1.77,2.89,3.58,3.53
IMAGE,SSP2-LF-SPA0-V17,USA,Emissions|CH4|Energy Supply,Mt CH4/yr,11.87,11.33,8.68,4.85,2.94,1.88,1.13,1.69,2.82,3.53,3.49
IMAGE,SSP2-LF-SPA0-V17,USA,Emissions|CH4|Land Use,Mt CH4/yr,10.29,10.59,8.90,7.46,6.51,5.52,5.28,5.00,4.77,4.57,4.34
IMAGE,SSP2-LF-SPA0-V17,USA,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03
IMAGE,SSP2-LF-SPA0-V17,USA,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,10.16,10.45,9,7.32,6.29,5.30,5.10,4.89,4.68,4.46,4.24
IMAGE,SSP2-LF-SPA0-V17,USA,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,2.18,2.27,2.18,1.66,1.49,1.33,1.29,1.25,1.20,1.16,1.10
IMAGE,SSP2-LF-SPA0-V17,USA,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,7.62,7.82,6.24,5.40,4.61,3.83,3.68,3.53,3.37,3.21,3.06
IMAGE,SSP2-LF-SPA0-V17,USA,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,0.36,0.36,0.35,0.26,0.19,0.14,0.13,0.12,0.10,0.09,0.08
IMAGE,SSP2-LF-SPA0-V17,USA,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.03,0.04,0.02,0.03,0.11,0.12,0.09,0.02,0.01,0.04,0.02
IMAGE,SSP2-LF-SPA0-V17,USA,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0.07,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.04
IMAGE,SSP2-LF-SPA0-V17,USA,Emissions|CH4|Other,Mt CH4/yr,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-LF-SPA0-V17,USA,Emissions|CH4|Waste,Mt CH4/yr,5.78,6,6,6.84,7,7.86,8.32,8.72,9.00,9.17,9.23
IMAGE,SSP2-LF-SPA0-V17,WAF,Emissions|CH4,Mt CH4/yr,9.49,11.77,14.60,12.51,11.53,12.07,12.54,12.61,12.51,12.31,12.08
IMAGE,SSP2-LF-SPA0-V17,WAF,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0,0,0,0,0,0,0,0,0,0,0
IMAGE,SSP2-LF-SPA0-V17,WAF,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.77,0.90,1.15,1.25,1.30,1.18,1.16,1.04,0.93,0.76,0.55
IMAGE,SSP2-LF-SPA0-V17,WAF,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01
IMAGE,SSP2-LF-SPA0-V17,WAF,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01
IMAGE,SSP2-LF-SPA0-V17,WAF,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,1.61,2,2.19,2.10,1.98,2.14,2.16,1.89,1.59,1.30,1.01
IMAGE,SSP2-LF-SPA0-V17,WAF,Emissions|CH4|Energy Supply,Mt CH4/yr,0.82,0.91,1.00,0.81,0.64,0.90,0.93,0.75,0.53,0.41,0.33
IMAGE,SSP2-LF-SPA0-V17,WAF,Emissions|CH4|Land Use,Mt CH4/yr,5.92,7.66,9.65,7.46,6.10,5.95,5.96,5.95,5.89,5.78,5.68
IMAGE,SSP2-LF-SPA0-V17,WAF,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.03,0.03,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05
IMAGE,SSP2-LF-SPA0-V17,WAF,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,4.35,4.80,5.01,5.29,5.21,5.06,5.09,5.10,5.08,5.06,5.01
IMAGE,SSP2-LF-SPA0-V17,WAF,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,0,0,0,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.17
IMAGE,SSP2-LF-SPA0-V17,WAF,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,3.57,3.92,4.11,4.59,4.68,4.64,4.69,4.72,4.73,4.73,4.71
IMAGE,SSP2-LF-SPA0-V17,WAF,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,0.64,0.72,0.73,0.53,0.35,0.24,0.22,0.20,0.17,0.15,0.13
